id,texto,categoria,
4558,la pandilla de la otra cuadra vino a tirar piedras a las casas,hecho_delictivo,
4559,un adolescente fue detenido con un puñal después de amenazar a otro en la escuela,hecho_delictivo,
4560,los muchachos esos están vendiendo droga en la esquina del colmado,hecho_delictivo,
4561,un jovencito le robó la cartera a una turista en la playa,hecho_delictivo,
4562,la ganga de atrás le rompió los vidrios al carro del vecino por un lío de pandillas,hecho_delictivo,
4563,un grupo de menores le quitó la bicicleta a un repartidor,hecho_delictivo,
4564,los de la banda esa están escondiendo armas en el solar abandonado,hecho_delictivo,
4565,un adolescente golpeó a un profesor porque le puso mala nota,hecho_delictivo,
4566,los chamacos esos robaron la caja del chino de la esquina,hecho_delictivo,
4567,la pandilla rival vino a disparar al aire frente a la casa de uno de ellos,hecho_delictivo,
4568,un grupo de jóvenes saltó la reja de la escuela y rompió las computadoras,hecho_delictivo,
4569,un menor le metió un botellazo a otro en la discusión de la cancha,hecho_delictivo,
4570,los muchachos esos están organizando peleas a puñal en el descampado,hecho_delictivo,
4571,un adolescente robó la moto de un estudiante estacionada frente a la escuela,hecho_delictivo,
4572,la ganga esa le prendió fuego a un carro abandonado para marcar territorio,hecho_delictivo,
4573,un grupo de menores le quitó la gorra y las cadenas a un socio en el parque,hecho_delictivo,
4574,los jovencitos esos amenazan con navaja a los que pasan por la calle oscura,hecho_delictivo,
4575,un adolescente fue acusado de robar el teléfono de una compañera de clase,hecho_delictivo,
4576,la pandilla del barrio está cobrando peaje a los repartidores,hecho_delictivo,
4577,un grupo de jóvenes rompió los focos del parque para joder la tranquilidad,hecho_delictivo,
4578,los muchachos esos le volaron la chapa a una bodega y robaron ron y comida,hecho_delictivo,
4579,un menor le quebró la mano a otro con un tubo en la pelea de pandillas,hecho_delictivo,
4580,la ganga esa está vendiendo dólares falsos en el barrio,hecho_delictivo,
4581,un adolescente le robó la cartera a su abuela para comprar droga,hecho_delictivo,
4582,los chamacos esos pintaron amenazas de muerte en la pared de la iglesia,hecho_delictivo,
4583,un grupo de menores le quitó el móvil a un profesor en la calle,hecho_delictivo,
4584,la pandilla rival emboscó a varios del barrio y los golpearon con palos,hecho_delictivo,
4585,un jovencito fue detenido por robar un espejo de un auto estacionado,hecho_delictivo,
4586,los muchachos esos están organizando escampados para pelear a machete,hecho_delictivo,
4587,un adolescente le metió un piedrazo en la cabeza a un vigilante,hecho_delictivo,
4588,la ganga esa le robó la batería al carro del profesor,hecho_delictivo,
4589,un grupo de jóvenes le prendió candela a una parada de guagua,hecho_delictivo,
4590,los de la pandilla esa están extorsionando a los estudiantes de la secundaria,hecho_delictivo,
4591,un menor le robó el almuerzo a un niño más pequeño en la escuela,hecho_delictivo,
4592,los chamacos esos le rompieron las macetas y los adornos al vecino de al lado,hecho_delictivo,
4593,un adolescente fue sorprendido con un revólver en la mochila cuando salía de clase,hecho_delictivo,
4594,la pandilla rival le tiró la puerta abajo a un socio y le vació la casa,hecho_delictivo,
4595,un grupo de menores le robó los audífonos a un estudiante en la biblioteca,hecho_delictivo,
4596,los muchachos esos están amenazando al bodeguero para que no llame a la policía,hecho_delictivo,
4597,un adolescente le partió la cara a otro por una deuda de pandillas,hecho_delictivo,
4598,la ganga esa le robó la rueda de auxilio a una guagua estacionada,hecho_delictivo,
4599,un grupo de jóvenes le pidió el celular a un socio a punta de pistola,hecho_delictivo,
4600,los chamacos esos están rayando los bancos del parque con siglas de la pandilla,hecho_delictivo,
4601,un menor le robó la linterna del carro a un vecino,hecho_delictivo,
4602,la pandilla del barrio le tiró un chorro de pintura a la fachada de la comandancia,hecho_delictivo,
4603,un adolescente fue detenido por robar un teléfono dentro de la escuela,hecho_delictivo,
4604,los muchachos esos le rompieron la quijada a un socio de la pandilla contraria,hecho_delictivo,
4605,un grupo de menores le sacó el dinero del bolsillo a una señora en la guagua,hecho_delictivo,
4606,la ganga esa está organizando carrera de motos robadas por la avenida,hecho_delictivo,
4607,un jovencito le robó la cartera a una muchacha en la fiesta de quince,hecho_delictivo,
4608,los chamacos esos le pegaron candela a un colchón y lo tiraron en la calle,hecho_delictivo,
4609,un adolescente le metió dos puñaladas a otro por una hembra,hecho_delictivo,
4610,la pandilla rival está pintando cruces en las casas de los que deben plata,hecho_delictivo,
4611,un grupo de jóvenes le quitó la cadena de oro a un señor en la farmacia,hecho_delictivo,
4612,los muchachos esos le robaron el parlante a un vecino mientras hacía una fiesta,hecho_delictivo,
4613,un menor le rompió la botella en la cabeza a otro en la disco,hecho_delictivo,
4614,la ganga esa está vendiendo piezas robadas de autos en el mercado negro,hecho_delictivo,
4615,un adolescente fue detenido por robar un juego de llaves de un carro estacionado,hecho_delictivo,
4616,los chamacos esos le pintaron una peste en la puerta de la casa a una familia,hecho_delictivo,
4617,un grupo de menores le robó la sombrilla a una vendedora ambulante,hecho_delictivo,
4618,la pandilla del barrio le metió un susto a un socio para que pague la cuota,hecho_delictivo,
4619,un jovencito le robó la bicicleta a un repartidor de pizzas,hecho_delictivo,
4620,los muchachos esos están compitiendo a ver quién roba más celulares en la guagua,hecho_delictivo,
4621,un adolescente le pegó un tiro en la pierna al miembro de la banda rival,hecho_delictivo,
4622,la ganga esa está vaciando las casas de los que se fueron pa fuera,hecho_delictivo,
4623,un grupo de jóvenes le quitó la gorra y los tenis a un niño en el parque,hecho_delictivo,
4624,los chamacos esos le rompieron las matas y la cerca a una señora,hecho_delictivo,
4625,un menor fue detenido con una cadena y un puño americano en la mochila,hecho_delictivo,
4626,la pandilla rival le tiró una bomba de humo a la entrada de la escuela,hecho_delictivo,
4627,un adolescente le robó el celular a un profesor mientras explicaba la clase,hecho_delictivo,
4628,los muchachos esos están amenazando a los estudiantes pa que les den la merienda,hecho_delictivo,
4629,un grupo de menores le robó la cartera con los cupones del mercado a una señora,hecho_delictivo,
4630,la ganga esa le prendió fuego a un colchón y lo dejó en medio de la calle,hecho_delictivo,
4631,un jovencito le metió un palazo en el estómago a otro por un lío de pandillas,hecho_delictivo,
4632,los chamacos esos están robando las tapas de las alcantarillas pa vender el hierro,hecho_delictivo,
4633,un adolescente fue sorprendido robando la colecta de la iglesia,hecho_delictivo,
4634,la pandilla del barrio está cobrando derecho de piso a los cuentapropistas,hecho_delictivo,
4635,un grupo de jóvenes le quitó la mochila a un estudiante dentro de la guagua,hecho_delictivo,
4636,los muchachos esos le rompieron los vidrios a la casa del vecino que los denunció,hecho_delictivo,
4637,un menor le robó el cargador del celular a una muchacha en la biblioteca,hecho_delictivo,
4638,la ganga esa está vendiendo gasolina robada de los camiones repartidores,hecho_delictivo,
4639,un adolescente le metió una galleta en la cara a otro delante de la escuela,hecho_delictivo,
4640,los chamacos esos están organizando rifas ilegales pa lavar dinero de la droga,hecho_delictivo,
4641,un grupo de menores le robó la canaleta de aluminio a una casa en construcción,hecho_delictivo,
4642,la pandilla rival le pintó una rata muerta en la puerta a un socio traidor,hecho_delictivo,
4643,un jovencito le robó el reloj a un anciano en la parada del médico,hecho_delictivo,
4644,los muchachos esos le volaron la tapa al contenedor de agua del barrio,hecho_delictivo,
4645,un adolescente fue detenido por robar un equipo de sonido de una guagua estacionada,hecho_delictivo,
4646,la ganga esa está amenazando a los estudiantes pa que les den la tarea hecha,hecho_delictivo,
4647,un grupo de jóvenes le robó la cartera con la pensión a una viejita,hecho_delictivo,
4648,los chamacos esos le pegaron fuego a un árbol del parque esta madrugada,hecho_delictivo,
4649,un menor le rompió los dientes a otro de una patada en la cancha de basket,hecho_delictivo,
4650,la pandilla del barrio está usando a los niños pa vigilar quién entra al reparto,hecho_delictivo,
4651,me robaron el cel en la guagua y ni cuenta me di,hecho_delictivo,
4652,un tipo me pidio el bulto pa ayudarme y salio coriendo con el,hecho_delictivo,
4653,en la cola del pan le tiraron la cartera a una viejita,hecho_delictivo,
4654,se metieron en mi casa por la ventana y se llevaron la tele,hecho_delictivo,
4655,un socio me hizo una transfe y resulto ser falsa perdí la mercancia,hecho_delictivo,
4656,me hackearon el fb y estan pidiendo plata a mis contactos,hecho_delictivo,
4657,en el hospital se roban las medicinas de la farmacia,hecho_delictivo,
4658,me clonaron la tarjeta y hicieron compras en una tienda de ropa,hecho_delictivo,
4659,un vecino me robo la manguera del jardin,hecho_delictivo,
4660,le rompieron el vidrio al carro de mi apa y le robaron el estéreo,hecho_delictivo,
4661,un tipo se hizo pasar por electricista y se robo el medidor,hecho_delictivo,
4662,me estafaron con una venta de una lavadora q nunca llego,hecho_delictivo,
4663,en la escuela estan robando los lapices y los cuadernos de los niños,hecho_delictivo,
4664,me sacaron la cartera del bolsillo en el mercado sin q sintiera,hecho_delictivo,
4665,se llevaron mi bici q tenia amarrada con candado,hecho_delictivo,
4666,un chamaquito me quito el cell corriendo en la bicicleta,hecho_delictivo,
4667,en el trabajo se pierde dinero de la caja chica to los dias,hecho_delictivo,
4668,me hicieron una estafa con el alquiler de una casa q no existia,hecho_delictivo,
4669,se metieron en la bodega y robaron sacos de arroz y frijoles,hecho_delictivo,
4670,un tipo me amenazo con un cuchiyo pa q le diera el cell,hecho_delictivo,
4671,me robaron la cuenta del ig y cambiaron la contraseña,hecho_delictivo,
4672,en la farmacia me dieron un medicamento vencido y me cobraron caro,hecho_delictivo,
4673,le robaron la cadena de oro a una señora en la parada del 70,hecho_delictivo,
4674,un pelotero me robo la cartera cuando iba entrando al banco,hecho_delictivo,
4675,se llevaron las gallinas del patio de mi vecino,hecho_delictivo,
4676,me hicieron una transferencia falsa por la venta de mi nevera,hecho_delictivo,
4677,un tipo vendiendo gasoil robado en la calle barato,hecho_delictivo,
4678,me robaron la mochila con los libros en la biblioteca,hecho_delictivo,
4679,en la carniceria le meten menos peso y cobran completo,hecho_delictivo,
4680,se metieron al almacen del estado y vaciaron un camion de comida,hecho_delictivo,
4681,me hackearon el whatsapp y mandaron mensajes pidiendo plata,hecho_delictivo,
4682,un chofer de la ruta me dio un billete falso de vuelto,hecho_delictivo,
4683,le robaron la rueda de la bicicleta a un niño en la escuela,hecho_delictivo,
4684,en el medico se roban las gasas y las jeringuillas,hecho_delictivo,
4685,me robaron la parrilla del carro estacionada en la calle,hecho_delictivo,
4686,un tipo se hizo pasar por familiar y le saco dinero a mi abuela,hecho_delictivo,
4687,se llevaron el ventilador de la sala de espera del consultorio,hecho_delictivo,
4688,me estafaron con una compra de un cel por internet y me mandaron un ladrillo,hecho_delictivo,
4689,un vecino me robo la luz con un empalme desde su casa,hecho_delictivo,
4690,le robaron la cartera a una turista en la playa y no se dio cuenta,hecho_delictivo,
4691,en la escuela los alumnos grandes le quitan la comida a los chiquitos,hecho_delictivo,
4692,me robaron el cargador del cell en el trabajo,hecho_delictivo,
4693,un tipo me vendio un telefono robado y despues vino la policia,hecho_delictivo,
4694,se llevaron las tuberias de cobre de una casa abandonada,hecho_delictivo,
4695,me hicieron una estafa con un curso online nunca me dieron el material,hecho_delictivo,
4696,un chofer me cobro el pasaje doble porque era turista,hecho_delictivo,
4697,le robaron la maleta a un pasajero en la terminal de omnibus,hecho_delictivo,
4698,en la tienda me dieron un cambio falso y no me di cuenta,hecho_delictivo,
4699,se metieron en una iglesia y robaron las limosnas del altar,hecho_delictivo,
4700,me robaron la bicicleta electrica del garage,hecho_delictivo,
4701,un tipo me quizo asaltar con un cuchiyo pero sali coriendo,hecho_delictivo,
4702,en el parque unos chamaquitos me quitaron la gorra y salieron volando,hecho_delictivo,
4703,me robaron la mochila con la compu en la cafeteria de la u,hecho_delictivo,
4704,un inspector me pidio plata pa no ponerme una multa,hecho_delictivo,
4705,se llevaron la bateria del carro de mi hermano estacionado,hecho_delictivo,
4706,me hicieron una estafa con la renta de una casa en la playa,hecho_delictivo,
4707,en el mercado me dieron frutas podridas disimuladas abajo,hecho_delictivo,
4708,un repartidor de gas me robo medio tanque y me cobro completo,hecho_delictivo,
4709,me robaron la cartera con los documentos del carro,hecho_delictivo,
4710,un tipo se hizo pasar por funcionario y me estafo con un tramite,hecho_delictivo,
4711,en el cementerio se roban las flores de bronce de las tumbas,hecho_delictivo,
4712,me vaciaron la cuenta del banco despues de un link falso q me mandaron,hecho_delictivo,
